datetime,windspeed
4/3/2022,15
4/4/2022,15
4/5/2022,15
4/6/2022,20
4/7/2022,25
4/8/2022,22
4/9/2022,23
4/10/2022,15
4/11/2022,26
4/12/2022,16
4/13/2022,15
4/14/2022,12
4/15/2022,13
4/16/2022,16
4/17/2022,11
4/18/2022,15
4/19/2022,17
4/20/2022,18
4/21/2022,13
4/22/2022,11
4/23/2022,18
4/24/2022,25
4/25/2022,13
4/26/2022,13
4/27/2022,20
4/28/2022,17
4/29/2022,18
4/30/2022,13
5/1/2022,17
5/2/2022,21
5/3/2022,20
5/4/2022,18
5/5/2022,11
5/6/2022,9
5/7/2022,15
5/8/2022,18
5/9/2022,19
5/10/2022,32
5/11/2022,17
5/12/2022,18
5/13/2022,21
5/14/2022,18
5/15/2022,15
5/16/2022,15
5/17/2022,15
5/18/2022,23
5/19/2022,20
5/20/2022,20
5/21/2022,30
5/22/2022,29
5/23/2022,16
5/24/2022,15
5/25/2022,17
5/26/2022,17
5/27/2022,27
5/28/2022,19
5/29/2022,26
5/30/2022,16
5/31/2022,16
6/1/2022,15
6/2/2022,18
6/3/2022,27
6/4/2022,15
6/5/2022,13
6/6/2022,15
6/7/2022,15
6/8/2022,19
6/9/2022,21
6/10/2022,28
6/11/2022,27
6/12/2022,16
6/13/2022,14
6/14/2022,17
6/15/2022,21
6/16/2022,17
6/17/2022,21
6/18/2022,17
6/19/2022,39
6/20/2022,27
6/21/2022,15
6/22/2022,18
6/23/2022,24
6/24/2022,13
6/25/2022,15
6/26/2022,15
6/27/2022,17
6/28/2022,17
6/29/2022,16
6/30/2022,22
7/1/2022,15
7/2/2022,16
7/3/2022,25
7/4/2022,28
7/5/2022,22
7/6/2022,18
7/7/2022,21
7/8/2022,17
7/9/2022,13
7/10/2022,15
7/11/2022,18
7/12/2022,17
7/13/2022,18
7/14/2022,20
7/15/2022,17
7/16/2022,15
7/17/2022,15
7/18/2022,22
7/19/2022,24
7/20/2022,17
7/21/2022,16
7/22/2022,18
7/23/2022,19
7/24/2022,18
7/25/2022,16
7/26/2022,15
7/27/2022,20
7/28/2022,21
7/29/2022,24
7/30/2022,18
7/31/2022,20
8/1/2022,18
8/2/2022,25
8/3/2022,22
8/4/2022,18
8/5/2022,18
8/6/2022,18
8/7/2022,18
8/8/2022,18
8/9/2022,21
8/10/2022,18
8/11/2022,18
8/12/2022,16
8/13/2022,18
8/14/2022,16
8/15/2022,17
8/16/2022,17
8/17/2022,20
8/18/2022,20
8/19/2022,25
8/20/2022,26
8/21/2022,26
8/22/2022,19
8/23/2022,15
8/24/2022,15
8/25/2022,16
8/26/2022,13
8/27/2022,13
8/28/2022,21
8/29/2022,12
8/30/2022,17
8/31/2022,13
9/1/2022,14
9/2/2022,16
9/3/2022,16
9/4/2022,24
9/5/2022,19
9/6/2022,21
9/7/2022,18
9/8/2022,14
9/9/2022,18
9/10/2022,18
9/11/2022,22
9/12/2022,16
9/13/2022,13
9/14/2022,19
9/15/2022,15
9/16/2022,19
9/17/2022,13
9/18/2022,15
9/19/2022,16
9/20/2022,15
9/21/2022,13
9/22/2022,15
9/23/2022,13
9/24/2022,14
9/25/2022,15
9/26/2022,21
9/27/2022,17
9/28/2022,15
9/29/2022,12
9/30/2022,14
10/1/2022,18
10/2/2022,11
10/3/2022,13
10/4/2022,18
10/5/2022,19
10/6/2022,18
10/7/2022,15
10/8/2022,17
10/9/2022,17
10/10/2022,20
10/11/2022,16
10/12/2022,14
10/13/2022,18
10/14/2022,18
10/15/2022,13
10/16/2022,13
10/17/2022,12
10/18/2022,22
10/19/2022,20
10/20/2022,16
10/21/2022,15
10/22/2022,18
10/23/2022,26
10/24/2022,11
10/25/2022,19
10/26/2022,26
10/27/2022,12
10/28/2022,11
10/29/2022,13
10/30/2022,17
10/31/2022,8
11/1/2022,11
11/2/2022,29
11/3/2022,11
11/4/2022,19
11/5/2022,11
11/6/2022,24
11/7/2022,29
11/8/2022,18
11/9/2022,12
11/10/2022,7
11/11/2022,9
11/12/2022,11
11/13/2022,8
11/14/2022,40
11/15/2022,20
11/16/2022,21
11/17/2022,16
11/18/2022,15
11/19/2022,15
11/20/2022,16
11/21/2022,12
11/22/2022,17
11/23/2022,11
11/24/2022,14
11/25/2022,10
11/26/2022,14
11/27/2022,8
11/28/2022,19
11/29/2022,13
11/30/2022,26
12/1/2022,18
12/2/2022,9
12/3/2022,12
12/4/2022,11
12/5/2022,11
12/6/2022,9
12/7/2022,9
12/8/2022,13
12/9/2022,9
12/10/2022,9
12/11/2022,11
12/12/2022,11
12/13/2022,11
12/14/2022,13
12/15/2022,11
12/16/2022,14
12/17/2022,10
12/18/2022,12
12/19/2022,9
12/20/2022,11
12/21/2022,17
12/22/2022,13
12/23/2022,9
12/24/2022,9
12/25/2022,9
12/26/2022,14
12/27/2022,11
12/28/2022,11
12/29/2022,9
12/30/2022,13
12/31/2022,15
1/1/2023,9
1/2/2023,18
1/3/2023,46
1/4/2023,25
1/5/2023,16
1/6/2023,19
1/7/2023,22
1/8/2023,19
1/9/2023,19
1/10/2023,15
1/11/2023,11
1/12/2023,11
1/13/2023,9
1/14/2023,11
1/15/2023,11
1/16/2023,11
1/17/2023,13
1/18/2023,12
1/19/2023,12
1/20/2023,9
1/21/2023,11
1/22/2023,11
1/23/2023,9
1/24/2023,11
1/25/2023,9
1/26/2023,13
1/27/2023,11
1/28/2023,11
1/29/2023,9
1/30/2023,13
1/31/2023,17
2/1/2023,17
2/2/2023,18
2/3/2023,15
2/4/2023,18
2/5/2023,21
2/6/2023,13
2/7/2023,16
2/8/2023,17
2/9/2023,20
2/10/2023,16
2/11/2023,30
2/12/2023,14
2/13/2023,11
2/14/2023,9
2/15/2023,14
2/16/2023,11
2/17/2023,15
2/18/2023,18
2/19/2023,9
2/20/2023,15
2/21/2023,24
2/22/2023,23
2/23/2023,21
2/24/2023,15
2/25/2023,22
2/26/2023,13
2/27/2023,15
2/28/2023,13
3/1/2023,18
3/2/2023,25
3/3/2023,23
3/4/2023,16
3/5/2023,35
3/6/2023,24
3/7/2023,34
3/8/2023,24
3/9/2023,9
3/10/2023,15
3/11/2023,21
3/12/2023,29
3/13/2023,13
3/14/2023,15
3/15/2023,18
3/16/2023,19
3/17/2023,18
3/18/2023,21
3/19/2023,14
3/20/2023,17
3/21/2023,15
3/22/2023,17
3/23/2023,20
3/24/2023,19
3/25/2023,13
3/26/2023,13
3/27/2023,17
3/28/2023,13
3/29/2023,16
3/30/2023,17
3/31/2023,26
4/1/2023,23
4/2/2023,26
4/3/2023,21
4/4/2023,20
4/5/2023,43
4/6/2023,16
4/7/2023,24
4/8/2023,24
4/9/2023,26
4/10/2023,31
4/11/2023,15
4/12/2023,11
4/13/2023,16
4/14/2023,21
4/15/2023,28
4/16/2023,31
4/17/2023,23
4/18/2023,18
4/19/2023,22
4/20/2023,17
4/21/2023,14
4/22/2023,15
4/23/2023,15
4/24/2023,20
4/25/2023,22
4/26/2023,28
4/27/2023,21
4/28/2023,26
4/29/2023,18
4/30/2023,20
5/1/2023,19
5/2/2023,30
5/3/2023,28
5/4/2023,27
5/5/2023,30
5/6/2023,28
5/7/2023,13
5/8/2023,15
5/9/2023,15
5/10/2023,13
5/11/2023,15
5/12/2023,23
5/13/2023,26
5/14/2023,19
5/15/2023,14
5/16/2023,26
5/17/2023,30
5/18/2023,14
5/19/2023,25
5/20/2023,28
5/21/2023,16
5/22/2023,16
5/23/2023,21
5/24/2023,22
5/25/2023,26
5/26/2023,13
5/27/2023,17
5/28/2023,20
5/29/2023,19
5/30/2023,21
5/31/2023,24
6/1/2023,21
6/2/2023,20
6/3/2023,17
6/4/2023,18
6/5/2023,16
6/6/2023,17
6/7/2023,15
6/8/2023,15
6/9/2023,29
6/10/2023,17
6/11/2023,23
6/12/2023,22
6/13/2023,15
6/14/2023,18
6/15/2023,17
6/16/2023,17
6/17/2023,20
6/18/2023,19
6/19/2023,24
6/20/2023,16
6/21/2023,17
6/22/2023,18
6/23/2023,15
6/24/2023,22
6/25/2023,23
6/26/2023,13
6/27/2023,16
6/28/2023,21
6/29/2023,13
6/30/2023,16
7/1/2023,16
7/2/2023,25
7/3/2023,24
7/4/2023,27
7/5/2023,23
7/6/2023,24
7/7/2023,23
7/8/2023,28
7/9/2023,17
7/10/2023,25
