datetime,windspeed
4/3/2022,58
4/4/2022,19
4/5/2022,28
4/6/2022,17
4/7/2022,26
4/8/2022,24
4/9/2022,18
4/10/2022,15
4/11/2022,22
4/12/2022,44
4/13/2022,37
4/14/2022,13
4/15/2022,15
4/16/2022,28
4/17/2022,15
4/18/2022,24
4/19/2022,38
4/20/2022,38
4/21/2022,22
4/22/2022,19
4/23/2022,12
4/24/2022,13
4/25/2022,21
4/26/2022,35
4/27/2022,22
4/28/2022,15
4/29/2022,24
4/30/2022,22
5/1/2022,28
5/2/2022,30
5/3/2022,25
5/4/2022,20
5/5/2022,39
5/6/2022,26
5/7/2022,28
5/8/2022,28
5/9/2022,19
5/10/2022,19
5/11/2022,21
5/12/2022,19
5/13/2022,17
5/14/2022,24
5/15/2022,36
5/16/2022,25
5/17/2022,15
5/18/2022,34
5/19/2022,39
5/20/2022,28
5/21/2022,15
5/22/2022,32
5/23/2022,35
5/24/2022,22
5/25/2022,17
5/26/2022,17
5/27/2022,11
5/28/2022,12
5/29/2022,32
5/30/2022,17
5/31/2022,24
6/1/2022,34
6/2/2022,15
6/3/2022,30
6/4/2022,33
6/5/2022,28
6/6/2022,24
6/7/2022,22
6/8/2022,28
6/9/2022,30
6/10/2022,18
6/11/2022,21
6/12/2022,28
6/13/2022,21
6/14/2022,24
6/15/2022,22
6/16/2022,18
6/17/2022,16
6/18/2022,18
6/19/2022,32
6/20/2022,21
6/21/2022,24
6/22/2022,46
6/23/2022,24
6/24/2022,35
6/25/2022,17
6/26/2022,13
6/27/2022,24
6/28/2022,18
6/29/2022,13
6/30/2022,11
7/1/2022,22
7/2/2022,22
7/3/2022,26
7/4/2022,23
7/5/2022,25
7/6/2022,35
7/7/2022,23
7/8/2022,30
7/9/2022,15
7/10/2022,18
7/11/2022,21
7/12/2022,24
7/13/2022,27
7/14/2022,34
7/15/2022,43
7/16/2022,23
7/17/2022,21
7/18/2022,28
7/19/2022,26
7/20/2022,28
7/21/2022,27
7/22/2022,28
7/23/2022,20
7/24/2022,17
7/25/2022,14
7/26/2022,26
7/27/2022,17
7/28/2022,12
7/29/2022,13
7/30/2022,20
7/31/2022,30
8/1/2022,18
8/2/2022,30
8/3/2022,21
8/4/2022,16
8/5/2022,26
8/6/2022,14
8/7/2022,25
8/8/2022,23
8/9/2022,28
8/10/2022,41
8/11/2022,34
8/12/2022,28
8/13/2022,39
8/14/2022,24
8/15/2022,24
8/16/2022,15
8/17/2022,14
8/18/2022,22
8/19/2022,28
8/20/2022,29
8/21/2022,31
8/22/2022,25
8/23/2022,32
8/24/2022,26
8/25/2022,32
8/26/2022,11
8/27/2022,19
8/28/2022,26
8/29/2022,29
8/30/2022,18
8/31/2022,21
9/1/2022,24
9/2/2022,11
9/3/2022,17
9/4/2022,24
9/5/2022,25
9/6/2022,22
9/7/2022,18
9/8/2022,23
9/9/2022,25
9/10/2022,17
9/11/2022,15
9/12/2022,24
9/13/2022,30
9/14/2022,32
9/15/2022,17
9/16/2022,15
9/17/2022,13
9/18/2022,30
9/19/2022,26
9/20/2022,22
9/21/2022,23
9/22/2022,19
9/23/2022,30
9/24/2022,25
9/25/2022,21
9/26/2022,13
9/27/2022,15
9/28/2022,17
9/29/2022,19
9/30/2022,13
10/1/2022,23
10/2/2022,48
10/3/2022,34
10/4/2022,26
10/5/2022,30
10/6/2022,22
10/7/2022,17
10/8/2022,18
10/9/2022,27
10/10/2022,21
10/11/2022,21
10/12/2022,28
10/13/2022,13
10/14/2022,13
10/15/2022,11
10/16/2022,18
10/17/2022,19
10/18/2022,13
10/19/2022,27
10/20/2022,38
10/21/2022,22
10/22/2022,11
10/23/2022,13
10/24/2022,17
10/25/2022,15
10/26/2022,15
10/27/2022,15
10/28/2022,18
10/29/2022,13
10/30/2022,20
10/31/2022,30
11/1/2022,24
11/2/2022,13
11/3/2022,22
11/4/2022,24
11/5/2022,28
11/6/2022,17
11/7/2022,13
11/8/2022,13
11/9/2022,17
11/10/2022,9
11/11/2022,14
11/12/2022,8
11/13/2022,12
11/14/2022,19
11/15/2022,21
11/16/2022,15
11/17/2022,17
11/18/2022,25
11/19/2022,21
11/20/2022,13
11/21/2022,9
11/22/2022,15
11/23/2022,17
11/24/2022,11
11/25/2022,26
11/26/2022,32
11/27/2022,14
11/28/2022,9
11/29/2022,6
11/30/2022,21
12/1/2022,21
12/2/2022,9
12/3/2022,30
12/4/2022,18
12/5/2022,17
12/6/2022,8
12/7/2022,11
12/8/2022,13
12/9/2022,7
12/10/2022,8
12/11/2022,8
12/12/2022,8
12/13/2022,28
12/14/2022,21
12/15/2022,15
12/16/2022,21
12/17/2022,11
12/18/2022,15
12/19/2022,26
12/20/2022,20
12/21/2022,26
12/22/2022,11
12/23/2022,17
12/24/2022,13
12/25/2022,11
12/26/2022,18
12/27/2022,28
12/28/2022,22
12/29/2022,21
12/30/2022,10
12/31/2022,8
1/1/2023,8
1/2/2023,8
1/3/2023,8
1/4/2023,11
1/5/2023,18
1/6/2023,34
1/7/2023,28
1/8/2023,18
1/9/2023,15
1/10/2023,9
1/11/2023,19
1/12/2023,19
1/13/2023,11
1/14/2023,9
1/15/2023,9
1/16/2023,15
1/17/2023,15
1/18/2023,22
1/19/2023,13
1/20/2023,9
1/21/2023,41
1/22/2023,23
1/23/2023,22
1/24/2023,30
1/25/2023,28
1/26/2023,17
1/27/2023,14
1/28/2023,15
1/29/2023,30
1/30/2023,11
1/31/2023,18
2/1/2023,18
2/2/2023,22
2/3/2023,30
2/4/2023,11
2/5/2023,10
2/6/2023,35
2/7/2023,34
2/8/2023,36
2/9/2023,22
2/10/2023,17
2/11/2023,15
2/12/2023,17
2/13/2023,26
2/14/2023,12
2/15/2023,26
2/16/2023,32
2/17/2023,12
2/18/2023,34
2/19/2023,30
2/20/2023,54
2/21/2023,37
2/22/2023,32
2/23/2023,30
2/24/2023,30
2/25/2023,13
2/26/2023,13
2/27/2023,11
2/28/2023,18
3/1/2023,13
3/2/2023,17
3/3/2023,32
3/4/2023,23
3/5/2023,36
3/6/2023,40
3/7/2023,18
3/8/2023,10
3/9/2023,16
3/10/2023,20
3/11/2023,26
3/12/2023,27
3/13/2023,39
3/14/2023,13
3/15/2023,21
3/16/2023,18
3/17/2023,26
3/18/2023,17
3/19/2023,34
3/20/2023,28
3/21/2023,23
3/22/2023,21
3/23/2023,11
3/24/2023,19
3/25/2023,17
3/26/2023,26
3/27/2023,22
3/28/2023,38
3/29/2023,54
3/30/2023,31
3/31/2023,27
4/1/2023,23
4/2/2023,26
4/3/2023,23
4/4/2023,24
4/5/2023,35
4/6/2023,26
4/7/2023,25
4/8/2023,32
4/9/2023,25
4/10/2023,15
4/11/2023,25
4/12/2023,17
4/13/2023,35
4/14/2023,32
4/15/2023,19
4/16/2023,13
4/17/2023,15
4/18/2023,22
4/19/2023,31
4/20/2023,24
4/21/2023,31
4/22/2023,21
4/23/2023,15
4/24/2023,22
4/25/2023,22
4/26/2023,25
4/27/2023,21
4/28/2023,36
4/29/2023,23
4/30/2023,31
5/1/2023,22
5/2/2023,24
5/3/2023,20
5/4/2023,13
5/5/2023,18
5/6/2023,30
5/7/2023,26
5/8/2023,31
5/9/2023,17
5/10/2023,22
5/11/2023,30
5/12/2023,29
5/13/2023,24
5/14/2023,28
5/15/2023,11
5/16/2023,12
5/17/2023,35
5/18/2023,26
5/19/2023,31
5/20/2023,13
5/21/2023,27
5/22/2023,29
5/23/2023,34
5/24/2023,20
5/25/2023,21
5/26/2023,23
5/27/2023,20
5/28/2023,25
5/29/2023,22
5/30/2023,21
5/31/2023,18
6/1/2023,19
6/2/2023,25
6/3/2023,27
6/4/2023,17
6/5/2023,25
6/6/2023,28
6/7/2023,18
6/8/2023,10
6/9/2023,27
6/10/2023,16
6/11/2023,24
6/12/2023,23
6/13/2023,22
6/14/2023,27
6/15/2023,17
6/16/2023,16
6/17/2023,23
6/18/2023,26
6/19/2023,17
6/20/2023,25
6/21/2023,24
6/22/2023,17
6/23/2023,30
6/24/2023,17
6/25/2023,16
6/26/2023,16
6/27/2023,18
6/28/2023,13
6/29/2023,22
6/30/2023,28
7/1/2023,13
7/2/2023,12
7/3/2023,10
7/4/2023,16
7/5/2023,18
7/6/2023,21
7/7/2023,13
7/8/2023,29
7/9/2023,16
7/10/2023,23
